"company","category","threat_type","headline","description","source","timestamp","time","diff"
"""Nexvora Industries Pvt. Ltd.""","""fake""","""fraud_indicators""","""Industry watchers flag possible impersonation attempts""","""Industry watchers flag possible impersonation attempts related to Nexvora Industries Pvt. Ltd.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:30:00Z""","1768815890032","1"
"""PrimeAxis Industrial Works""","""restricted""","""accessibility_concerns""","""Partners express frustration over extended approval timelines""","""Partners express frustration over extended approval timelines related to PrimeAxis Industrial Works. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T08:24:00Z""","1768815890032","1"
"""Nexvora Industries Pvt. Ltd.""","""fake""","""fraud_indicators""","""Industry watchers flag possible impersonation attempts""","""Industry watchers flag possible impersonation attempts related to Nexvora Industries Pvt. Ltd.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T10:30:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Users question authenticity after inconsistent public records surface""","""Users question authenticity after inconsistent public records surface related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:36:00Z""","1768815890032","1"
"""Solvex Trade & Sourcing""","""restricted""","""accessibility_concerns""","""Strict onboarding policies trigger negative sentiment""","""Strict onboarding policies trigger negative sentiment related to Solvex Trade & Sourcing. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T09:27:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Users question authenticity after inconsistent public records surface""","""Users question authenticity after inconsistent public records surface related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T08:36:00Z""","1768815890032","1"
"""Alturon Global Solutions""","""fake""","""fraud_indicators""","""Online discussions allege misleading branding practices""","""Online discussions allege misleading branding practices related to Alturon Global Solutions. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T08:03:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Industry watchers flag possible impersonation attempts""","""Industry watchers flag possible impersonation attempts related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T10:06:00Z""","1768815890032","1"
"""StratEdge Enterprises""","""legitimate""","""operational_issues""","""Company issues clarification after minor public complaints""","""Company issues clarification after minor public complaints related to StratEdge Enterprises. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T09:12:00Z""","1768815890032","1"
"""StratEdge Enterprises""","""legitimate""","""operational_issues""","""Company issues clarification after minor public complaints""","""Company issues clarification after minor public complaints related to StratEdge Enterprises. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T12:12:00Z""","1768815890032","1"
"""Alturon Global Solutions""","""fake""","""fraud_indicators""","""Online discussions allege misleading branding practices""","""Online discussions allege misleading branding practices related to Alturon Global Solutions. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T10:03:00Z""","1768815890032","1"
"""PrimeAxis Industrial Works""","""restricted""","""accessibility_concerns""","""Partners express frustration over extended approval timelines""","""Partners express frustration over extended approval timelines related to PrimeAxis Industrial Works. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T09:24:00Z""","1768815890032","1"
"""PrimeAxis Industrial Works""","""restricted""","""accessibility_concerns""","""Partners express frustration over extended approval timelines""","""Partners express frustration over extended approval timelines related to PrimeAxis Industrial Works. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:24:00Z""","1768815890032","1"
"""Solvex Trade & Sourcing""","""restricted""","""accessibility_concerns""","""Operational accessibility questioned by mid-sized firms""","""Operational accessibility questioned by mid-sized firms related to Solvex Trade & Sourcing. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T10:57:00Z""","1768815890032","1"
"""Solvex Trade & Sourcing""","""restricted""","""accessibility_concerns""","""Operational accessibility questioned by mid-sized firms""","""Operational accessibility questioned by mid-sized firms related to Solvex Trade & Sourcing. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T08:57:00Z""","1768815890032","1"
"""Solvex Trade & Sourcing""","""restricted""","""accessibility_concerns""","""Operational accessibility questioned by mid-sized firms""","""Operational accessibility questioned by mid-sized firms related to Solvex Trade & Sourcing. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T09:57:00Z""","1768815890032","1"
"""Solvex Trade & Sourcing""","""restricted""","""accessibility_concerns""","""Strict onboarding policies trigger negative sentiment""","""Strict onboarding policies trigger negative sentiment related to Solvex Trade & Sourcing. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T10:27:00Z""","1768815890032","1"
"""Alturon Global Solutions""","""fake""","""fraud_indicators""","""Concerns raised over unverifiable operational claims""","""Concerns raised over unverifiable operational claims related to Alturon Global Solutions. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T08:33:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Users question authenticity after inconsistent public records surface""","""Users question authenticity after inconsistent public records surface related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T09:36:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Industry watchers flag possible impersonation attempts""","""Industry watchers flag possible impersonation attempts related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T08:06:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Industry watchers flag possible impersonation attempts""","""Industry watchers flag possible impersonation attempts related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:06:00Z""","1768815890032","1"
"""Nexvora Industries Pvt. Ltd.""","""fake""","""fraud_indicators""","""Users question authenticity after inconsistent public records surface""","""Users question authenticity after inconsistent public records surface related to Nexvora Industries Pvt. Ltd.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T09:00:00Z""","1768815890032","1"
"""Alturon Global Solutions""","""fake""","""fraud_indicators""","""Concerns raised over unverifiable operational claims""","""Concerns raised over unverifiable operational claims related to Alturon Global Solutions. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:33:00Z""","1768815890032","1"
"""StratEdge Enterprises""","""legitimate""","""operational_issues""","""Company issues clarification after minor public complaints""","""Company issues clarification after minor public complaints related to StratEdge Enterprises. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:12:00Z""","1768815890032","1"
"""Nexvora Industries Pvt. Ltd.""","""fake""","""fraud_indicators""","""Users question authenticity after inconsistent public records surface""","""Users question authenticity after inconsistent public records surface related to Nexvora Industries Pvt. Ltd.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T12:00:00Z""","1768815890032","1"
"""Alturon Global Solutions""","""fake""","""fraud_indicators""","""Online discussions allege misleading branding practices""","""Online discussions allege misleading branding practices related to Alturon Global Solutions. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T12:03:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Industry watchers flag possible impersonation attempts""","""Industry watchers flag possible impersonation attempts related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T12:06:00Z""","1768815890032","1"
"""BlueCrest Manufacturing Co.""","""fake""","""fraud_indicators""","""Industry watchers flag possible impersonation attempts""","""Industry watchers flag possible impersonation attempts related to BlueCrest Manufacturing Co.. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T09:06:00Z""","1768815890032","1"
"""StratEdge Enterprises""","""legitimate""","""operational_issues""","""Company issues clarification after minor public complaints""","""Company issues clarification after minor public complaints related to StratEdge Enterprises. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T08:12:00Z""","1768815890032","1"
"""Solvex Trade & Sourcing""","""restricted""","""accessibility_concerns""","""Operational accessibility questioned by mid-sized firms""","""Operational accessibility questioned by mid-sized firms related to Solvex Trade & Sourcing. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:57:00Z""","1768815890032","1"
"""Alturon Global Solutions""","""fake""","""fraud_indicators""","""Online discussions allege misleading branding practices""","""Online discussions allege misleading branding practices related to Alturon Global Solutions. Online sentiment and public commentary continue to evolve.""","""media""","""2026-01-09T11:03:00Z""","1768815890032","1"
